data,cat_dado,dado,cat_recorte,recorte,variavel
2014-03-17,interesse,Não sabe/ Não respondeu,idade,16 a 24,2
2014-03-17,interesse,Muito interesse,idade,25 a 34,18
2014-03-17,interesse,Interesse médio,idade,25 a 34,29
2014-03-17,interesse,Pouco interesse,idade,25 a 34,27
2014-03-17,interesse,Nenhum interesse nas eleições que ocorrerão em outubro,idade,25 a 34,26
2014-03-17,interesse,Não sabe/ Não respondeu,idade,25 a 34,0
2014-03-17,interesse,Muito interesse,idade,35 a 44,15
2014-03-17,interesse,Interesse médio,idade,35 a 44,26
2014-03-17,interesse,Pouco interesse,idade,35 a 44,30
2014-03-17,interesse,Nenhum interesse nas eleições que ocorrerão em outubro,idade,35 a 44,28
2014-03-17,interesse,Não sabe/ Não respondeu,idade,35 a 44,2
2014-03-17,interesse,Muito interesse,idade,45 a 54,14
2014-03-17,interesse,Interesse médio,idade,45 a 54,28
2014-03-17,interesse,Pouco interesse,idade,45 a 54,32
2014-03-17,interesse,Nenhum interesse nas eleições que ocorrerão em outubro,idade,45 a 54,24
2014-03-17,interesse,Não sabe/ Não respondeu,idade,45 a 54,1
2014-03-17,interesse,Muito interesse,idade,55 ou mais,16
2014-03-17,interesse,Interesse médio,idade,55 ou mais,26
2014-03-17,interesse,Pouco interesse,idade,55 ou mais,29
2014-03-17,interesse,Nenhum interesse nas eleições que ocorrerão em outubro,idade,55 ou mais,27
2014-03-17,interesse,Não sabe/ Não respondeu,idade,55 ou mais,2
2014-03-17,intencao_espontanea,Aécio Neves,idade,16 a 24,5
2014-03-17,intencao_espontanea,Dilma Rousseff,idade,16 a 24,20
2014-03-17,intencao_espontanea,Eduardo Campos,idade,16 a 24,2
2014-03-17,intencao_espontanea,José Serra,idade,16 a 24,1
2014-03-17,intencao_espontanea,Lula,idade,16 a 24,8
2014-03-17,intencao_espontanea,Marina Silva,idade,16 a 24,2
2014-03-17,intencao_espontanea,Outros com menos de 1%,idade,16 a 24,1
2014-03-17,intencao_espontanea,Branco/ Nulo,idade,16 a 24,17
2014-03-17,intencao_espontanea,Não sabe/ Não respondeu,idade,16 a 24,44
2014-03-17,intencao_espontanea,Aécio Neves,idade,25 a 34,5
2014-03-17,intencao_espontanea,Dilma Rousseff,idade,25 a 34,27
2014-03-17,intencao_espontanea,Eduardo Campos,idade,25 a 34,2
2014-03-17,intencao_espontanea,José Serra,idade,25 a 34,2
2014-03-17,intencao_espontanea,Lula,idade,25 a 34,9
2014-03-17,intencao_espontanea,Marina Silva,idade,25 a 34,3
2014-03-17,intencao_espontanea,Outros com menos de 1%,idade,25 a 34,1
2014-03-17,intencao_espontanea,Branco/ Nulo,idade,25 a 34,18
2014-03-17,intencao_espontanea,Não sabe/ Não respondeu,idade,25 a 34,34
2014-03-17,intencao_espontanea,Aécio Neves,idade,35 a 44,8
2014-03-17,intencao_espontanea,Dilma Rousseff,idade,35 a 44,22
2014-03-17,intencao_espontanea,Eduardo Campos,idade,35 a 44,3
2014-03-17,intencao_espontanea,José Serra,idade,35 a 44,2
2014-03-17,intencao_espontanea,Lula,idade,35 a 44,7
2014-03-17,intencao_espontanea,Marina Silva,idade,35 a 44,2
2014-03-17,intencao_espontanea,Outros com menos de 1%,idade,35 a 44,2
2014-03-17,intencao_espontanea,Branco/ Nulo,idade,35 a 44,18
2014-03-17,intencao_espontanea,Não sabe/ Não respondeu,idade,35 a 44,37
2014-03-17,intencao_espontanea,Aécio Neves,idade,45 a 54,8
2014-03-17,intencao_espontanea,Dilma Rousseff,idade,45 a 54,20
2014-03-17,intencao_espontanea,Eduardo Campos,idade,45 a 54,3
2014-03-17,intencao_espontanea,José Serra,idade,45 a 54,2
2014-03-17,intencao_espontanea,Lula,idade,45 a 54,7
2014-03-17,intencao_espontanea,Marina Silva,idade,45 a 54,3
2014-03-17,intencao_espontanea,Outros com menos de 1%,idade,45 a 54,2
2014-03-17,intencao_espontanea,Branco/ Nulo,idade,45 a 54,20
2014-03-17,intencao_espontanea,Não sabe/ Não respondeu,idade,45 a 54,35
2014-03-17,intencao_espontanea,Aécio Neves,idade,55 ou mais,6
2014-03-17,intencao_espontanea,Dilma Rousseff,idade,55 ou mais,27
2014-03-17,intencao_espontanea,Eduardo Campos,idade,55 ou mais,3
2014-03-17,intencao_espontanea,José Serra,idade,55 ou mais,2
2014-03-17,intencao_espontanea,Lula,idade,55 ou mais,6
2014-03-17,intencao_espontanea,Marina Silva,idade,55 ou mais,2
2014-03-17,intencao_espontanea,Outros com menos de 1%,idade,55 ou mais,0
2014-03-17,intencao_espontanea,Branco/ Nulo,idade,55 ou mais,17
2014-03-17,intencao_espontanea,Não sabe/ Não respondeu,idade,55 ou mais,37
2014-03-17,intencao_estimulada,Aécio Neves,idade,16 a 24,12
2014-03-17,intencao_estimulada,Dilma Rousseff,idade,16 a 24,42
2014-03-17,intencao_estimulada,Eduardo Campos,idade,16 a 24,7
2014-03-17,intencao_estimulada,Pastor Everaldo,idade,16 a 24,4
2014-03-17,intencao_estimulada,Randolfe Rodrigues,idade,16 a 24,1
2014-03-17,intencao_estimulada,Branco/ Nulo,idade,16 a 24,19
2014-03-17,intencao_estimulada,Não sabe/ Não respondeu,idade,16 a 24,16
2014-03-17,intencao_estimulada,Aécio Neves,idade,25 a 34,14
2014-03-17,intencao_estimulada,Dilma Rousseff,idade,25 a 34,42
2014-03-17,intencao_estimulada,Eduardo Campos,idade,25 a 34,5
2014-03-17,intencao_estimulada,Pastor Everaldo,idade,25 a 34,3
2014-03-17,intencao_estimulada,Randolfe Rodrigues,idade,25 a 34,0
2014-03-17,intencao_estimulada,Branco/ Nulo,idade,25 a 34,25
2014-03-17,intencao_estimulada,Não sabe/ Não respondeu,idade,25 a 34,10
2014-03-17,intencao_estimulada,Aécio Neves,idade,35 a 44,14
2014-03-17,intencao_estimulada,Dilma Rousseff,idade,35 a 44,40
2014-03-17,intencao_estimulada,Eduardo Campos,idade,35 a 44,7
2014-03-17,intencao_estimulada,Pastor Everaldo,idade,35 a 44,3
2014-03-17,intencao_estimulada,Randolfe Rodrigues,idade,35 a 44,0
2014-03-17,intencao_estimulada,Branco/ Nulo,idade,35 a 44,24
2014-03-17,intencao_estimulada,Não sabe/ Não respondeu,idade,35 a 44,11
2014-03-17,intencao_estimulada,Aécio Neves,idade,45 a 54,16
2014-03-17,intencao_estimulada,Dilma Rousseff,idade,45 a 54,37
2014-03-17,intencao_estimulada,Eduardo Campos,idade,45 a 54,7
2014-03-17,intencao_estimulada,Pastor Everaldo,idade,45 a 54,2
2014-03-17,intencao_estimulada,Randolfe Rodrigues,idade,45 a 54,1
2014-03-17,intencao_estimulada,Branco/ Nulo,idade,45 a 54,28
2014-03-17,intencao_estimulada,Não sabe/ Não respondeu,idade,45 a 54,9
2014-03-17,intencao_estimulada,Aécio Neves,idade,55 ou mais,13
2014-03-17,intencao_estimulada,Dilma Rousseff,idade,55 ou mais,41
2014-03-17,intencao_estimulada,Eduardo Campos,idade,55 ou mais,6
2014-03-17,intencao_estimulada,Pastor Everaldo,idade,55 ou mais,2
2014-03-17,intencao_estimulada,Randolfe Rodrigues,idade,55 ou mais,0
2014-03-17,intencao_estimulada,Branco/ Nulo,idade,55 ou mais,22
2014-03-17,intencao_estimulada,Não sabe/ Não respondeu,idade,55 ou mais,16
2014-03-17,desejo_mudanca,Mudasse totalmente o governo do país,idade,16 a 24,25
2014-03-17,desejo_mudanca,"Mantivesse só alguns programas, mas mudasse muita coisa",idade,16 a 24,43
2014-03-17,desejo_mudanca,Fizesse poucas mudanças e desse continuidade para muita coisa,idade,16 a 24,16
2014-03-17,desejo_mudanca,Desse total continuidade ao governo atual,idade,16 a 24,13
2014-03-17,desejo_mudanca,Não sabe/ Não respondeu,idade,16 a 24,3
2014-03-17,desejo_mudanca,Mudasse totalmente o governo do país,idade,25 a 34,27
2014-03-17,desejo_mudanca,"Mantivesse só alguns programas, mas mudasse muita coisa",idade,25 a 34,35
2014-03-17,desejo_mudanca,Fizesse poucas mudanças e desse continuidade para muita coisa,idade,25 a 34,20
2014-03-17,desejo_mudanca,Desse total continuidade ao governo atual,idade,25 a 34,14
2014-03-17,desejo_mudanca,Não sabe/ Não respondeu,idade,25 a 34,3
2014-03-17,desejo_mudanca,Mudasse totalmente o governo do país,idade,35 a 44,27
2014-03-17,desejo_mudanca,"Mantivesse só alguns programas, mas mudasse muita coisa",idade,35 a 44,38
2014-03-17,desejo_mudanca,Fizesse poucas mudanças e desse continuidade para muita coisa,idade,35 a 44,22
2014-03-17,desejo_mudanca,Desse total continuidade ao governo atual,idade,35 a 44,11
2014-03-17,desejo_mudanca,Não sabe/ Não respondeu,idade,35 a 44,2
2014-03-17,desejo_mudanca,Mudasse totalmente o governo do país,idade,45 a 54,28
2014-03-17,desejo_mudanca,"Mantivesse só alguns programas, mas mudasse muita coisa",idade,45 a 54,35
2014-03-17,desejo_mudanca,Fizesse poucas mudanças e desse continuidade para muita coisa,idade,45 a 54,21
2014-03-17,desejo_mudanca,Desse total continuidade ao governo atual,idade,45 a 54,12
2014-03-17,desejo_mudanca,Não sabe/ Não respondeu,idade,45 a 54,4
2014-03-17,desejo_mudanca,Mudasse totalmente o governo do país,idade,55 ou mais,27
2014-03-17,desejo_mudanca,"Mantivesse só alguns programas, mas mudasse muita coisa",idade,55 ou mais,35
2014-03-17,desejo_mudanca,Fizesse poucas mudanças e desse continuidade para muita coisa,idade,55 ou mais,18
2014-03-17,desejo_mudanca,Desse total continuidade ao governo atual,idade,55 ou mais,16
2014-03-17,desejo_mudanca,Não sabe/ Não respondeu,idade,55 ou mais,5
2014-03-17,2turno_aecio,Aécio Neves,idade,16 a 24,18
2014-03-17,2turno_aecio,Dilma Rousseff,idade,16 a 24,50
2014-03-17,2turno_aecio,Branco/ Nulo,idade,16 a 24,22
2014-03-17,2turno_aecio,Não sabe/ Não respondeu,idade,16 a 24,11
2014-03-17,2turno_aecio,Aécio Neves,idade,25 a 34,19
2014-03-17,2turno_aecio,Dilma Rousseff,idade,25 a 34,48
2014-03-17,2turno_aecio,Branco/ Nulo,idade,25 a 34,26
2014-03-17,2turno_aecio,Não sabe/ Não respondeu,idade,25 a 34,7
2014-03-17,2turno_aecio,Aécio Neves,idade,35 a 44,20
2014-03-17,2turno_aecio,Dilma Rousseff,idade,35 a 44,47
2014-03-17,2turno_aecio,Branco/ Nulo,idade,35 a 44,25
2014-03-17,2turno_aecio,Não sabe/ Não respondeu,idade,35 a 44,8
2014-03-17,2turno_aecio,Aécio Neves,idade,45 a 54,24
2014-03-17,2turno_aecio,Dilma Rousseff,idade,45 a 54,43
2014-03-17,2turno_aecio,Branco/ Nulo,idade,45 a 54,26
2014-03-17,2turno_aecio,Não sabe/ Não respondeu,idade,45 a 54,6
2014-03-17,2turno_aecio,Aécio Neves,idade,55 ou mais,18
2014-03-17,2turno_aecio,Dilma Rousseff,idade,55 ou mais,45
2014-03-17,2turno_aecio,Branco/ Nulo,idade,55 ou mais,24
2014-03-17,2turno_aecio,Não sabe/ Não respondeu,idade,55 ou mais,13
2014-03-17,2turno_campos,Dilma Rousseff,idade,16 a 24,47
2014-03-17,2turno_campos,Marina Silva,idade,16 a 24,23
2014-03-17,2turno_campos,Branco/ Nulo,idade,16 a 24,20
2014-03-17,2turno_campos,Não sabe/ Não respondeu,idade,16 a 24,11
2014-03-17,2turno_campos,Dilma Rousseff,idade,25 a 34,45
2014-03-17,2turno_campos,Marina Silva,idade,25 a 34,24
2014-03-17,2turno_campos,Branco/ Nulo,idade,25 a 34,23
2014-03-17,2turno_campos,Não sabe/ Não respondeu,idade,25 a 34,8
2014-03-17,2turno_campos,Dilma Rousseff,idade,35 a 44,45
2014-03-17,2turno_campos,Marina Silva,idade,35 a 44,20
2014-03-17,2turno_campos,Branco/ Nulo,idade,35 a 44,26
2014-03-17,2turno_campos,Não sabe/ Não respondeu,idade,35 a 44,9
2014-03-17,2turno_campos,Dilma Rousseff,idade,45 a 54,41
2014-03-17,2turno_campos,Marina Silva,idade,45 a 54,25
2014-03-17,2turno_campos,Branco/ Nulo,idade,45 a 54,27
2014-03-17,2turno_campos,Não sabe/ Não respondeu,idade,45 a 54,7
2014-03-17,2turno_campos,Dilma Rousseff,idade,55 ou mais,47
2014-03-17,2turno_campos,Marina Silva,idade,55 ou mais,14
2014-03-17,2turno_campos,Branco/ Nulo,idade,55 ou mais,26
2014-03-17,2turno_campos,Não sabe/ Não respondeu,idade,55 ou mais,13
2014-03-17,vida_hoje,Muito satisfeito,escolaridade,Fundamental 1,11
2014-03-17,vida_hoje,Satisfeito,escolaridade,Fundamental 1,69
2014-03-17,vida_hoje,Insatisfeito,escolaridade,Fundamental 1,17
2014-03-17,vida_hoje,Muito insatisfeito,escolaridade,Fundamental 1,3
2014-03-17,vida_hoje,Não sabe/ Não respondeu,escolaridade,Fundamental 1,1
2014-03-17,vida_hoje,Muito satisfeito,escolaridade,Fundamental 2,9
2014-03-17,vida_hoje,Satisfeito,escolaridade,Fundamental 2,70
2014-03-17,vida_hoje,Insatisfeito,escolaridade,Fundamental 2,17
2014-03-17,vida_hoje,Muito insatisfeito,escolaridade,Fundamental 2,5
2014-03-17,vida_hoje,Não sabe/ Não respondeu,escolaridade,Fundamental 2,0
2014-03-17,vida_hoje,Muito satisfeito,escolaridade,Medio,9
2014-03-17,vida_hoje,Satisfeito,escolaridade,Medio,72
2014-03-17,vida_hoje,Insatisfeito,escolaridade,Medio,17
2014-03-17,vida_hoje,Muito insatisfeito,escolaridade,Medio,2
2014-03-17,vida_hoje,Não sabe/ Não respondeu,escolaridade,Medio,1
2014-03-17,vida_hoje,Muito satisfeito,escolaridade,Superior,13
2014-03-17,vida_hoje,Satisfeito,escolaridade,Superior,69
2014-03-17,vida_hoje,Insatisfeito,escolaridade,Superior,15
2014-03-17,vida_hoje,Muito insatisfeito,escolaridade,Superior,3
2014-03-17,vida_hoje,Não sabe/ Não respondeu,escolaridade,Superior,0
2014-03-17,interesse,Muito interesse,escolaridade,Fundamental 1,13
2014-03-17,interesse,Interesse médio,escolaridade,Fundamental 1,24
2014-03-17,interesse,Pouco interesse,escolaridade,Fundamental 1,33
2014-03-17,interesse,Nenhum interesse nas eleições que ocorrerão em outubro,escolaridade,Fundamental 1,28
2014-03-17,interesse,Não sabe/ Não respondeu,escolaridade,Fundamental 1,2
2014-03-17,interesse,Muito interesse,escolaridade,Fundamental 2,12
2014-03-17,interesse,Interesse médio,escolaridade,Fundamental 2,27
2014-03-17,interesse,Pouco interesse,escolaridade,Fundamental 2,28
2014-03-17,interesse,Nenhum interesse nas eleições que ocorrerão em outubro,escolaridade,Fundamental 2,31
2014-03-17,interesse,Não sabe/ Não respondeu,escolaridade,Fundamental 2,1
2014-03-17,interesse,Muito interesse,escolaridade,Medio,15
2014-03-17,interesse,Interesse médio,escolaridade,Medio,29
2014-03-17,interesse,Pouco interesse,escolaridade,Medio,29
2014-03-17,interesse,Nenhum interesse nas eleições que ocorrerão em outubro,escolaridade,Medio,25
2014-03-17,interesse,Não sabe/ Não respondeu,escolaridade,Medio,1
2014-03-17,interesse,Muito interesse,escolaridade,Superior,22
2014-03-17,interesse,Interesse médio,escolaridade,Superior,32
2014-03-17,interesse,Pouco interesse,escolaridade,Superior,26
2014-03-17,interesse,Nenhum interesse nas eleições que ocorrerão em outubro,escolaridade,Superior,20
2014-03-17,interesse,Não sabe/ Não respondeu,escolaridade,Superior,1
2014-03-17,intencao_espontanea,Aécio Neves,escolaridade,Fundamental 1,6
2014-03-17,intencao_espontanea,Dilma Rousseff,escolaridade,Fundamental 1,28
2014-03-17,intencao_espontanea,Eduardo Campos,escolaridade,Fundamental 1,2
2014-03-17,intencao_espontanea,José Serra,escolaridade,Fundamental 1,2
2014-03-17,intencao_espontanea,Lula,escolaridade,Fundamental 1,8
2014-03-17,intencao_espontanea,Marina Silva,escolaridade,Fundamental 1,1
2014-03-17,intencao_espontanea,Outros com menos de 1%,escolaridade,Fundamental 1,1
2014-03-17,intencao_espontanea,Branco/ Nulo,escolaridade,Fundamental 1,14
2014-03-17,intencao_espontanea,Não sabe/ Não respondeu,escolaridade,Fundamental 1,39
2014-03-17,intencao_espontanea,Aécio Neves,escolaridade,Fundamental 2,4
2014-03-17,intencao_espontanea,Dilma Rousseff,escolaridade,Fundamental 2,23
2014-03-17,intencao_espontanea,Eduardo Campos,escolaridade,Fundamental 2,4
2014-03-17,intencao_espontanea,José Serra,escolaridade,Fundamental 2,2
2014-03-17,intencao_espontanea,Lula,escolaridade,Fundamental 2,8
2014-03-17,intencao_espontanea,Marina Silva,escolaridade,Fundamental 2,2
2014-03-17,intencao_espontanea,Outros com menos de 1%,escolaridade,Fundamental 2,2
2014-03-17,intencao_espontanea,Branco/ Nulo,escolaridade,Fundamental 2,19
2014-03-17,intencao_espontanea,Não sabe/ Não respondeu,escolaridade,Fundamental 2,36
2014-03-17,intencao_espontanea,Aécio Neves,escolaridade,Medio,6
2014-03-17,intencao_espontanea,Dilma Rousseff,escolaridade,Medio,24
2014-03-17,intencao_espontanea,Eduardo Campos,escolaridade,Medio,2
2014-03-17,intencao_espontanea,José Serra,escolaridade,Medio,1
2014-03-17,intencao_espontanea,Lula,escolaridade,Medio,8
2014-03-17,intencao_espontanea,Marina Silva,escolaridade,Medio,2
2014-03-17,intencao_espontanea,Outros com menos de 1%,escolaridade,Medio,1
2014-03-17,intencao_espontanea,Branco/ Nulo,escolaridade,Medio,19
2014-03-17,intencao_espontanea,Não sabe/ Não respondeu,escolaridade,Medio,36
2014-03-17,intencao_espontanea,Aécio Neves,escolaridade,Superior,10
2014-03-17,intencao_espontanea,Dilma Rousseff,escolaridade,Superior,15
2014-03-17,intencao_espontanea,Eduardo Campos,escolaridade,Superior,4
2014-03-17,intencao_espontanea,José Serra,escolaridade,Superior,2
2014-03-17,intencao_espontanea,Lula,escolaridade,Superior,4
2014-03-17,intencao_espontanea,Marina Silva,escolaridade,Superior,5
2014-03-17,intencao_espontanea,Outros com menos de 1%,escolaridade,Superior,3
2014-03-17,intencao_espontanea,Branco/ Nulo,escolaridade,Superior,20
2014-03-17,intencao_espontanea,Não sabe/ Não respondeu,escolaridade,Superior,37
2014-03-17,intencao_estimulada,Aécio Neves,escolaridade,Fundamental 1,10
2014-03-17,intencao_estimulada,Dilma Rousseff,escolaridade,Fundamental 1,47
2014-03-17,intencao_estimulada,Eduardo Campos,escolaridade,Fundamental 1,4
2014-03-17,intencao_estimulada,Eymael,escolaridade,Fundamental 1,0
2014-03-17,intencao_estimulada,Mauro Iasi,escolaridade,Fundamental 1,0
2014-03-17,intencao_estimulada,Pastor Everaldo,escolaridade,Fundamental 1,2
2014-03-17,intencao_estimulada,Randolfe Rodrigues,escolaridade,Fundamental 1,0
2014-03-17,intencao_estimulada,Branco/ Nulo,escolaridade,Fundamental 1,19
2014-03-17,intencao_estimulada,Não sabe/ Não respondeu,escolaridade,Fundamental 1,17
2014-03-17,intencao_estimulada,Aécio Neves,escolaridade,Fundamental 2,11
2014-03-17,intencao_estimulada,Dilma Rousseff,escolaridade,Fundamental 2,42
2014-03-17,intencao_estimulada,Eduardo Campos,escolaridade,Fundamental 2,7
2014-03-17,intencao_estimulada,Eymael,escolaridade,Fundamental 2,0
2014-03-17,intencao_estimulada,Mauro Iasi,escolaridade,Fundamental 2,1
2014-03-17,intencao_estimulada,Pastor Everaldo,escolaridade,Fundamental 2,3
2014-03-17,intencao_estimulada,Randolfe Rodrigues,escolaridade,Fundamental 2,1
2014-03-17,intencao_estimulada,Branco/ Nulo,escolaridade,Fundamental 2,24
2014-03-17,intencao_estimulada,Não sabe/ Não respondeu,escolaridade,Fundamental 2,10
