"data","cat_pergunta","dado","cat_recorte","recorte","valor"
"2014-06-07","avaliacao_governo","Regular","idade","16 a 24",33
"2014-06-07","avaliacao_governo","Ruim e péssimo","idade","16 a 24",43
"2014-06-07","avaliacao_governo","NS/NR*","idade","16 a 24",1
"2014-06-07","avaliacao_governo","Ótimo e bom","idade","25 a 34",32
"2014-06-07","avaliacao_governo","Regular","idade","25 a 34",32
"2014-06-07","avaliacao_governo","Ruim e péssimo","idade","25 a 34",35
"2014-06-07","avaliacao_governo","NS/NR*","idade","25 a 34",1
"2014-06-07","avaliacao_governo","Ótimo e bom","idade","35 a 44",30
"2014-06-07","avaliacao_governo","Regular","idade","35 a 44",32
"2014-06-07","avaliacao_governo","Ruim e péssimo","idade","35 a 44",37
"2014-06-07","avaliacao_governo","NS/NR*","idade","35 a 44",1
"2014-06-07","avaliacao_governo","Ótimo e bom","idade","45 a 54",34
"2014-06-07","avaliacao_governo","Regular","idade","45 a 54",29
"2014-06-07","avaliacao_governo","Ruim e péssimo","idade","45 a 54",36
"2014-06-07","avaliacao_governo","NS/NR*","idade","45 a 54",1
"2014-06-07","avaliacao_governo","Ótimo e bom","idade","55 ou mais",36
"2014-06-07","avaliacao_governo","Regular","idade","55 ou mais",34
"2014-06-07","avaliacao_governo","Ruim e péssimo","idade","55 ou mais",28
"2014-06-07","avaliacao_governo","NS/NR*","idade","55 ou mais",2
"2014-06-07","aprova_dilma","Aprova","idade","16 a 24",37
"2014-06-07","aprova_dilma","Desaprova","idade","16 a 24",59
"2014-06-07","aprova_dilma","NS/NR*","idade","16 a 24",4
"2014-06-07","aprova_dilma","Aprova","idade","25 a 34",45
"2014-06-07","aprova_dilma","Desaprova","idade","25 a 34",50
"2014-06-07","aprova_dilma","NS/NR*","idade","25 a 34",5
"2014-06-07","aprova_dilma","Aprova","idade","35 a 44",44
"2014-06-07","aprova_dilma","Desaprova","idade","35 a 44",50
"2014-06-07","aprova_dilma","NS/NR*","idade","35 a 44",6
"2014-06-07","aprova_dilma","Aprova","idade","45 a 54",45
"2014-06-07","aprova_dilma","Desaprova","idade","45 a 54",51
"2014-06-07","aprova_dilma","NS/NR*","idade","45 a 54",4
"2014-06-07","aprova_dilma","Aprova","idade","55 ou mais",50
"2014-06-07","aprova_dilma","Desaprova","idade","55 ou mais",45
"2014-06-07","aprova_dilma","NS/NR*","idade","55 ou mais",4
"2014-06-07","rejeicao","Dilma Rousseff","idade","16 a 24",42
"2014-06-07","rejeicao","Aécio Neves","idade","16 a 24",15
"2014-06-07","rejeicao","Pastor Everaldo","idade","16 a 24",18
"2014-06-07","rejeicao","Eduardo Campos","idade","16 a 24",9
"2014-06-07","rejeicao","Dilma Rousseff","idade","25 a 34",39
"2014-06-07","rejeicao","Aécio Neves","idade","25 a 34",18
"2014-06-07","rejeicao","Pastor Everaldo","idade","25 a 34",16
"2014-06-07","rejeicao","Eduardo Campos","idade","25 a 34",13
"2014-06-07","rejeicao","Dilma Rousseff","idade","35 a 44",39
"2014-06-07","rejeicao","Aécio Neves","idade","35 a 44",17
"2014-06-07","rejeicao","Pastor Everaldo","idade","35 a 44",20
"2014-06-07","rejeicao","Eduardo Campos","idade","35 a 44",15
"2014-06-07","rejeicao","Dilma Rousseff","idade","45 a 54",36
"2014-06-07","rejeicao","Aécio Neves","idade","45 a 54",20
"2014-06-07","rejeicao","Pastor Everaldo","idade","45 a 54",19
"2014-06-07","rejeicao","Eduardo Campos","idade","45 a 54",14
"2014-06-07","rejeicao","Dilma Rousseff","idade","55 ou mais",33
"2014-06-07","rejeicao","Aécio Neves","idade","55 ou mais",18
"2014-06-07","rejeicao","Pastor Everaldo","idade","55 ou mais",16
"2014-06-07","rejeicao","Eduardo Campos","idade","55 ou mais",12
"2014-06-07","2turno_aecio","Aécio Neves","idade","16 a 24",36
"2014-06-07","2turno_aecio","Branco e Nulo","idade","16 a 24",20
"2014-06-07","2turno_aecio","Dilma Rousseff","idade","16 a 24",38
"2014-06-07","2turno_aecio","NS/NR*","idade","16 a 24",6
"2014-06-07","2turno_aecio","Aécio Neves","idade","25 a 34",31
"2014-06-07","2turno_aecio","Branco e Nulo","idade","25 a 34",21
"2014-06-07","2turno_aecio","Dilma Rousseff","idade","25 a 34",44
"2014-06-07","2turno_aecio","NS/NR*","idade","25 a 34",4
"2014-06-07","2turno_aecio","Aécio Neves","idade","35 a 44",31
"2014-06-07","2turno_aecio","Branco e Nulo","idade","35 a 44",21
"2014-06-07","2turno_aecio","Dilma Rousseff","idade","35 a 44",42
"2014-06-07","2turno_aecio","NS/NR*","idade","35 a 44",6
"2014-06-07","2turno_aecio","Aécio Neves","idade","45 a 54",33
"2014-06-07","2turno_aecio","Branco e Nulo","idade","45 a 54",22
"2014-06-07","2turno_aecio","Dilma Rousseff","idade","45 a 54",40
"2014-06-07","2turno_aecio","NS/NR*","idade","45 a 54",5
"2014-06-07","2turno_aecio","Aécio Neves","idade","55 ou mais",32
"2014-06-07","2turno_aecio","Branco e Nulo","idade","55 ou mais",17
"2014-06-07","2turno_aecio","Dilma Rousseff","idade","55 ou mais",44
"2014-06-07","2turno_aecio","NS/NR*","idade","55 ou mais",6
"2014-06-07","2turno_campos","Branco e Nulo","idade","16 a 24",18
"2014-06-07","2turno_campos","Dilma Rousseff","idade","16 a 24",36
"2014-06-07","2turno_campos","Eduardo Campos","idade","16 a 24",37
"2014-06-07","2turno_campos","NS/NR*","idade","16 a 24",9
"2014-06-07","2turno_campos","Branco e Nulo","idade","25 a 34",21
"2014-06-07","2turno_campos","Dilma Rousseff","idade","25 a 34",42
"2014-06-07","2turno_campos","Eduardo Campos","idade","25 a 34",30
"2014-06-07","2turno_campos","NS/NR*","idade","25 a 34",6
"2014-06-07","2turno_campos","Branco e Nulo","idade","35 a 44",21
"2014-06-07","2turno_campos","Dilma Rousseff","idade","35 a 44",44
"2014-06-07","2turno_campos","Eduardo Campos","idade","35 a 44",29
"2014-06-07","2turno_campos","NS/NR*","idade","35 a 44",7
"2014-06-07","2turno_campos","Branco e Nulo","idade","45 a 54",27
"2014-06-07","2turno_campos","Dilma Rousseff","idade","45 a 54",39
"2014-06-07","2turno_campos","Eduardo Campos","idade","45 a 54",27
"2014-06-07","2turno_campos","NS/NR*","idade","45 a 54",6
"2014-06-07","2turno_campos","Branco e Nulo","idade","55 ou mais",21
"2014-06-07","2turno_campos","Dilma Rousseff","idade","55 ou mais",43
"2014-06-07","2turno_campos","Eduardo Campos","idade","55 ou mais",27
"2014-06-07","2turno_campos","NS/NR*","idade","55 ou mais",9
"2014-06-07","interesse","Tem muito interesse","escolaridade","Fundamental 1",18
"2014-06-07","interesse","Tem médio interesse","escolaridade","Fundamental 1",24
"2014-06-07","interesse","Não tem interesse","escolaridade","Fundamental 1",57
"2014-06-07","interesse","NS/NR*","escolaridade","Fundamental 1",1
"2014-06-07","interesse","Tem muito interesse","escolaridade","Fundamental 2",11
"2014-06-07","interesse","Tem médio interesse","escolaridade","Fundamental 2",24
"2014-06-07","interesse","Não tem interesse","escolaridade","Fundamental 2",65
"2014-06-07","interesse","NS/NR*","escolaridade","Fundamental 2",0
"2014-06-07","interesse","Tem muito interesse","escolaridade","Medio",16
"2014-06-07","interesse","Tem médio interesse","escolaridade","Medio",25
"2014-06-07","interesse","Não tem interesse","escolaridade","Medio",59
"2014-06-07","interesse","NS/NR*","escolaridade","Medio",0
"2014-06-07","interesse","Tem muito interesse","escolaridade","Superior",29
"2014-06-07","interesse","Tem médio interesse","escolaridade","Superior",26
"2014-06-07","interesse","Não tem interesse","escolaridade","Superior",45
"2014-06-07","interesse","NS/NR*","escolaridade","Superior",1
"2014-06-07","intencao_espontanea","Aécio Neves","escolaridade","Fundamental 1",7
"2014-06-07","intencao_espontanea","Branco e Nulo","escolaridade","Fundamental 1",12
"2014-06-07","intencao_espontanea","Dilma Rousseff","escolaridade","Fundamental 1",27
"2014-06-07","intencao_espontanea","Eduardo Campos","escolaridade","Fundamental 1",1
"2014-06-07","intencao_espontanea","Lula","escolaridade","Fundamental 1",8
"2014-06-07","intencao_espontanea","Marina Silva","escolaridade","Fundamental 1",1
"2014-06-07","intencao_espontanea","NS/NR*","escolaridade","Fundamental 1",41
"2014-06-07","intencao_espontanea","Outros","escolaridade","Fundamental 1",3
"2014-06-07","intencao_espontanea","Aécio Neves","escolaridade","Fundamental 2",9
"2014-06-07","intencao_espontanea","Branco e Nulo","escolaridade","Fundamental 2",19
"2014-06-07","intencao_espontanea","Dilma Rousseff","escolaridade","Fundamental 2",21
"2014-06-07","intencao_espontanea","Eduardo Campos","escolaridade","Fundamental 2",2
"2014-06-07","intencao_espontanea","Lula","escolaridade","Fundamental 2",8
"2014-06-07","intencao_espontanea","Marina Silva","escolaridade","Fundamental 2",1
"2014-06-07","intencao_espontanea","NS/NR*","escolaridade","Fundamental 2",40
"2014-06-07","intencao_espontanea","Outros","escolaridade","Fundamental 2",2
"2014-06-07","intencao_espontanea","Aécio Neves","escolaridade","Medio",9
"2014-06-07","intencao_espontanea","Branco e Nulo","escolaridade","Medio",19
"2014-06-07","intencao_espontanea","Dilma Rousseff","escolaridade","Medio",20
"2014-06-07","intencao_espontanea","Eduardo Campos","escolaridade","Medio",3
"2014-06-07","intencao_espontanea","Lula","escolaridade","Medio",5
"2014-06-07","intencao_espontanea","Marina Silva","escolaridade","Medio",2
"2014-06-07","intencao_espontanea","NS/NR*","escolaridade","Medio",37
"2014-06-07","intencao_espontanea","Outros","escolaridade","Medio",5
"2014-06-07","intencao_espontanea","Aécio Neves","escolaridade","Superior",16
"2014-06-07","intencao_espontanea","Branco e Nulo","escolaridade","Superior",15
"2014-06-07","intencao_espontanea","Dilma Rousseff","escolaridade","Superior",14
"2014-06-07","intencao_espontanea","Eduardo Campos","escolaridade","Superior",6
"2014-06-07","intencao_espontanea","Lula","escolaridade","Superior",3
"2014-06-07","intencao_espontanea","Marina Silva","escolaridade","Superior",1
"2014-06-07","intencao_espontanea","NS/NR*","escolaridade","Superior",39
"2014-06-07","intencao_espontanea","Outros","escolaridade","Superior",7
"2014-06-07","intencao_estimulada","Aécio Neves","escolaridade","Fundamental 1",19
"2014-06-07","intencao_estimulada","Branco e Nulo","escolaridade","Fundamental 1",10
"2014-06-07","intencao_estimulada","Dilma Rousseff","escolaridade","Fundamental 1",48
"2014-06-07","intencao_estimulada","Eduardo Campos","escolaridade","Fundamental 1",8
"2014-06-07","intencao_estimulada","NS/NR*","escolaridade","Fundamental 1",10
"2014-06-07","intencao_estimulada","Outros","escolaridade","Fundamental 1",3
"2014-06-07","intencao_estimulada","Pastor Everaldo","escolaridade","Fundamental 1",3
"2014-06-07","intencao_estimulada","Aécio Neves","escolaridade","Fundamental 2",21
"2014-06-07","intencao_estimulada","Branco e Nulo","escolaridade","Fundamental 2",12
"2014-06-07","intencao_estimulada","Dilma Rousseff","escolaridade","Fundamental 2",42
"2014-06-07","intencao_estimulada","Eduardo Campos","escolaridade","Fundamental 2",11
"2014-06-07","intencao_estimulada","NS/NR*","escolaridade","Fundamental 2",8
"2014-06-07","intencao_estimulada","Outros","escolaridade","Fundamental 2",3
"2014-06-07","intencao_estimulada","Pastor Everaldo","escolaridade","Fundamental 2",4
"2014-06-07","intencao_estimulada","Aécio Neves","escolaridade","Medio",21
"2014-06-07","intencao_estimulada","Branco e Nulo","escolaridade","Medio",15
"2014-06-07","intencao_estimulada","Dilma Rousseff","escolaridade","Medio",37
"2014-06-07","intencao_estimulada","Eduardo Campos","escolaridade","Medio",14
"2014-06-07","intencao_estimulada","NS/NR*","escolaridade","Medio",7
"2014-06-07","intencao_estimulada","Outros","escolaridade","Medio",4
"2014-06-07","intencao_estimulada","Pastor Everaldo","escolaridade","Medio",2
"2014-06-07","intencao_estimulada","Aécio Neves","escolaridade","Superior",33
"2014-06-07","intencao_estimulada","Branco e Nulo","escolaridade","Superior",14
"2014-06-07","intencao_estimulada","Dilma Rousseff","escolaridade","Superior",23
"2014-06-07","intencao_estimulada","Eduardo Campos","escolaridade","Superior",20
"2014-06-07","intencao_estimulada","NS/NR*","escolaridade","Superior",6
"2014-06-07","intencao_estimulada","Outros","escolaridade","Superior",3
"2014-06-07","intencao_estimulada","Pastor Everaldo","escolaridade","Superior",1
"2014-06-07","avaliacao_governo","Ótimo e bom","escolaridade","Fundamental 1",45
"2014-06-07","avaliacao_governo","Regular","escolaridade","Fundamental 1",30
"2014-06-07","avaliacao_governo","Ruim e péssimo","escolaridade","Fundamental 1",23
"2014-06-07","avaliacao_governo","NS/NR*","escolaridade","Fundamental 1",3
"2014-06-07","avaliacao_governo","Ótimo e bom","escolaridade","Fundamental 2",34
"2014-06-07","avaliacao_governo","Regular","escolaridade","Fundamental 2",32
"2014-06-07","avaliacao_governo","Ruim e péssimo","escolaridade","Fundamental 2",33
"2014-06-07","avaliacao_governo","NS/NR*","escolaridade","Fundamental 2",1
"2014-06-07","avaliacao_governo","Ótimo e bom","escolaridade","Medio",27
"2014-06-07","avaliacao_governo","Regular","escolaridade","Medio",34
"2014-06-07","avaliacao_governo","Ruim e péssimo","escolaridade","Medio",38
"2014-06-07","avaliacao_governo","NS/NR*","escolaridade","Medio",1
"2014-06-07","avaliacao_governo","Ótimo e bom","escolaridade","Superior",21
"2014-06-07","avaliacao_governo","Regular","escolaridade","Superior",31
"2014-06-07","avaliacao_governo","Ruim e péssimo","escolaridade","Superior",48
"2014-06-07","avaliacao_governo","NS/NR*","escolaridade","Superior",1
"2014-06-07","aprova_dilma","Aprova","escolaridade","Fundamental 1",61
"2014-06-07","aprova_dilma","Desaprova","escolaridade","Fundamental 1",34
"2014-06-07","aprova_dilma","NS/NR*","escolaridade","Fundamental 1",5
"2014-06-07","aprova_dilma","Aprova","escolaridade","Fundamental 2",49
"2014-06-07","aprova_dilma","Desaprova","escolaridade","Fundamental 2",46
"2014-06-07","aprova_dilma","NS/NR*","escolaridade","Fundamental 2",5
"2014-06-07","aprova_dilma","Aprova","escolaridade","Medio",39
"2014-06-07","aprova_dilma","Desaprova","escolaridade","Medio",56
"2014-06-07","aprova_dilma","NS/NR*","escolaridade","Medio",5
"2014-06-07","aprova_dilma","Aprova","escolaridade","Superior",31
"2014-06-07","aprova_dilma","Desaprova","escolaridade","Superior",66
"2014-06-07","aprova_dilma","NS/NR*","escolaridade","Superior",3
"2014-06-07","rejeicao","Dilma Rousseff","escolaridade","Fundamental 1",25
"2014-06-07","rejeicao","Aécio Neves","escolaridade","Fundamental 1",19
"2014-06-07","rejeicao","Pastor Everaldo","escolaridade","Fundamental 1",16
"2014-06-07","rejeicao","Eduardo Campos","escolaridade","Fundamental 1",12
"2014-06-07","rejeicao","Dilma Rousseff","escolaridade","Fundamental 2",32
"2014-06-07","rejeicao","Aécio Neves","escolaridade","Fundamental 2",17
"2014-06-07","rejeicao","Pastor Everaldo","escolaridade","Fundamental 2",16
"2014-06-07","rejeicao","Eduardo Campos","escolaridade","Fundamental 2",14
"2014-06-07","rejeicao","Dilma Rousseff","escolaridade","Medio",42
"2014-06-07","rejeicao","Aécio Neves","escolaridade","Medio",18
"2014-06-07","rejeicao","Pastor Everaldo","escolaridade","Medio",19
"2014-06-07","rejeicao","Eduardo Campos","escolaridade","Medio",12
"2014-06-07","rejeicao","Dilma Rousseff","escolaridade","Superior",51
"2014-06-07","rejeicao","Aécio Neves","escolaridade","Superior",16
"2014-06-07","rejeicao","Pastor Everaldo","escolaridade","Superior",19
"2014-06-07","rejeicao","Eduardo Campos","escolaridade","Superior",12
"2014-06-07","2turno_aecio","Aécio Neves","escolaridade","Fundamental 1",26
"2014-06-07","2turno_aecio","Branco e Nulo","escolaridade","Fundamental 1",15
"2014-06-07","2turno_aecio","Dilma Rousseff","escolaridade","Fundamental 1",53
"2014-06-07","2turno_aecio","NS/NR*","escolaridade","Fundamental 1",6
"2014-06-07","2turno_aecio","Aécio Neves","escolaridade","Fundamental 2",30
